name,phone,type,character,loan_his,bank,amount,term,address,lat,lon,notes,time_visit,image_path,timestamp
Customer 373,0100372,Beauty Salon,Skeptical or Distrustful,Never,None,2789.74,18M,"Street 228, Phnom Penh",11.58840865642028,104.88128061174179,No answer,11:00 AM,,2025-06-09 01:23:52
Customer 374,0100373,Agriculture/Farming,Quiet and Reserved,Never,ACLEDA,3302.0,18M,"Street 416, Phnom Penh",11.544785797331905,104.92082846937568,Repeat visit,4:00 AM,,2025-05-28 01:23:52
Customer 375,0100374,Beauty Salon,Friendly and Open,Once,Cambodia Post Bank,4346.88,12M,"Street 413, Phnom Penh",11.578613708523159,104.90554594327746,Interested,4:00 AM,,2025-05-30 01:23:52
Customer 376,0100375,Electronics & Appliances,Very Welcoming,Never,Cambodia Post Bank,4347.59,18M,"Street 344, Phnom Penh",11.573915549709541,104.91544686057124,Repeat visit,12:00 AM,2025-06-23 01.03.53.jpg,2025-06-04 01:23:52
Customer 377,0100376,Tourism/Hospitality,Quiet and Reserved,Never,None,8696.91,12M,"Street 134, Phnom Penh",11.537793960412012,104.92292472318695,No answer,1:00 AM,,2025-06-02 01:23:52
Customer 378,0100377,Restaurant/Café,Uninterested,Never,ABA,7442.92,6M,"Street 70, Phnom Penh",11.543506756963351,104.8992890158957,Need follow-up,6:00 AM,,2025-05-25 01:23:52
Customer 379,0100378,Repair Services,Uninterested,Never,ABA,4794.15,6M,"Street 234, Phnom Penh",11.577501247928568,104.89681386561941,Repeat visit,5:00 AM,,2025-06-23 01:23:52
Customer 380,0100379,Repair Services,Busy or in a Hurry,Once,Cambodia Post Bank,3437.99,24M,"Street 153, Phnom Penh",11.559839396810615,104.88024599312199,No answer,2:00 AM,,2025-06-18 01:23:52
Customer 381,0100380,Beauty Salon,Very Welcoming,Never,ACLEDA,3790.37,24M,"Street 250, Phnom Penh",11.561173057089654,104.94650711212086,No answer,3:00 AM,,2025-06-06 01:23:52
Customer 382,0100381,Electronics & Appliances,Hard to Understand,Many times,ABA,7307.63,12M,"Street 300, Phnom Penh",11.57126718171628,104.89567441390773,Interested,12:00 AM,,2025-06-17 01:23:52
Customer 383,0100382,Tourism/Hospitality,Talkative and Engaging,Once,None,5735.6,6M,"Street 156, Phnom Penh",11.581047874516345,104.85598458790693,Interested,1:00 AM,,2025-06-12 01:23:52
Customer 384,0100383,Fashion & Clothing,Very Welcoming,Many times,ABA,1099.35,6M,"Street 52, Phnom Penh",11.565475441637991,104.86635606420711,Interested,8:00 AM,,2025-05-31 01:23:52
Customer 385,0100384,Tourism/Hospitality,Talkative and Engaging,Once,None,1791.23,12M,"Street 257, Phnom Penh",11.560213446811286,104.86950032286572,Interested,1:00 AM,,2025-06-18 01:23:52
Customer 386,0100385,Tourism/Hospitality,Skeptical or Distrustful,Never,Wing,2201.61,6M,"Street 69, Phnom Penh",11.565939447751921,104.92579974607303,No answer,1:00 AM,,2025-06-10 01:23:52
Customer 387,0100386,General Retail,Busy or in a Hurry,Never,Cambodia Post Bank,6936.83,6M,"Street 256, Phnom Penh",11.579464512533134,104.91885461010371,Need follow-up,11:00 AM,,2025-05-28 01:23:52
Customer 388,0100387,Electronics & Appliances,Aggressive or Pushy,Many times,ABA,2356.83,18M,"Street 400, Phnom Penh",11.54010771356047,104.86384688167891,Interested,9:00 AM,,2025-06-08 01:23:52
Customer 389,0100388,Street Food Stall,Quiet and Reserved,Once,ABA,6452.12,12M,"Street 127, Phnom Penh",11.525381030356572,104.87451364817777,Interested,3:00 AM,,2025-06-19 01:23:52
Customer 390,0100389,Electronics & Appliances,Very Welcoming,Once,ABA,1606.73,24M,"Street 168, Phnom Penh",11.578882961525284,104.87688275103702,Need follow-up,5:00 AM,2025-06-23 01.01.50.jpg,2025-06-03 01:23:52
Customer 391,0100390,Street Food Stall,Skeptical or Distrustful,Many times,Wing,5363.67,12M,"Street 252, Phnom Penh",11.597629376937302,104.89519711950939,Repeat visit,8:00 AM,,2025-05-28 01:23:52
Customer 392,0100391,General Retail,Hard to Understand,Once,None,8189.35,18M,"Street 79, Phnom Penh",11.53261638740759,104.92494472753101,Interested,7:00 AM,,2025-06-18 01:23:52
Customer 393,0100392,Street Food Stall,Interested but Cautious,Once,Cambodia Post Bank,9989.23,12M,"Street 70, Phnom Penh",11.55727933753986,104.93354554147845,Interested,12:00 AM,,2025-06-22 01:23:52
Customer 394,0100393,Fashion & Clothing,Uninterested,Many times,ABA,6138.04,6M,"Street 225, Phnom Penh",11.592892705043097,104.89143937854683,Interested,9:00 AM,,2025-05-30 01:23:52
Customer 395,0100394,Tourism/Hospitality,Friendly and Open,Once,Wing,8572.77,12M,"Street 142, Phnom Penh",11.571671419901973,104.91855836369544,Interested,7:00 AM,,2025-05-26 01:23:52
Customer 396,0100395,Agriculture/Farming,Hard to Understand,Never,ABA,5617.43,18M,"Street 213, Phnom Penh",11.543323703738206,104.88412153403821,No answer,4:00 AM,,2025-06-21 01:23:52
Customer 397,0100396,Restaurant/Café,Interested but Cautious,Once,ABA,7235.29,24M,"Street 257, Phnom Penh",11.569077167050835,104.8857781380801,Interested,2:00 AM,,2025-06-14 01:23:52
Customer 398,0100397,Restaurant/Café,Very Welcoming,Never,ABA,3667.37,24M,"Street 87, Phnom Penh",11.571683951192167,104.89064144784885,No answer,3:00 AM,2025-06-23 01.04.08.jpg,2025-06-06 01:23:52
Customer 399,0100398,Repair Services,Friendly and Open,Never,ABA,7828.88,18M,"Street 103, Phnom Penh",11.571495273089583,104.90033065403107,Interested,11:00 AM,2025-06-23 01.05.23.jpg,2025-06-20 01:23:52
Customer 400,0100399,Restaurant/Café,Hard to Understand,Many times,Wing,4767.51,6M,"Street 69, Phnom Penh",11.556446988289869,104.88771306000558,No answer,12:00 AM,,2025-06-19 01:23:52
Customer 401,0100400,Electronics & Appliances,Aggressive or Pushy,Never,None,3317.88,6M,"Street 211, Phnom Penh",11.540785480242528,104.93814487977728,Repeat visit,7:00 AM,2025-06-23 01.03.04.jpg,2025-06-17 01:23:52
Customer 402,0100401,Tourism/Hospitality,Aggressive or Pushy,Many times,Wing,4079.75,18M,"Street 387, Phnom Penh",11.586881271273084,104.89019062447875,Interested,5:00 AM,,2025-06-08 01:23:52
Customer 403,0100402,Fashion & Clothing,Busy or in a Hurry,Never,ACLEDA,4702.54,6M,"Street 4, Phnom Penh",11.526026122226648,104.91489054984254,Repeat visit,3:00 AM,,2025-06-09 01:23:52
Customer 404,0100403,Street Food Stall,Busy or in a Hurry,Never,ABA,4912.43,24M,"Street 263, Phnom Penh",11.558197908055417,104.89543000857745,Repeat visit,4:00 AM,,2025-06-03 01:23:52
Customer 405,0100404,Electronics & Appliances,Very Welcoming,Never,Wing,1564.5,6M,"Street 162, Phnom Penh",11.52899920397658,104.87965867713523,No answer,7:00 AM,,2025-05-26 01:23:52
Customer 406,0100405,Fashion & Clothing,Interested but Cautious,Many times,ACLEDA,2297.46,24M,"Street 33, Phnom Penh",11.579409007880415,104.93539931161564,No answer,5:00 AM,2025-06-23 01.04.26.jpg,2025-06-07 01:23:52
Customer 407,0100406,General Retail,Uninterested,Never,ABA,9211.65,6M,"Street 78, Phnom Penh",11.577764518449866,104.93780832824454,Repeat visit,4:00 AM,,2025-06-03 01:23:52
Customer 408,0100407,Repair Services,Busy or in a Hurry,Many times,ABA,9414.96,12M,"Street 84, Phnom Penh",11.570768663636256,104.90687557444832,Interested,4:00 AM,,2025-06-17 01:23:52
Customer 409,0100408,Fashion & Clothing,Aggressive or Pushy,Many times,Wing,3646.78,12M,"Street 376, Phnom Penh",11.57142396349679,104.93976757258574,Repeat visit,6:00 AM,2025-06-23 01.02.19.jpg,2025-05-29 01:23:52
Customer 410,0100409,Fashion & Clothing,Quiet and Reserved,Many times,None,1596.38,12M,"Street 212, Phnom Penh",11.527222974830467,104.92181760110194,Interested,2:00 AM,,2025-05-31 01:23:52
Customer 411,0100410,Beauty Salon,Talkative and Engaging,Never,ABA,3935.97,18M,"Street 422, Phnom Penh",11.541666451241067,104.8802891218107,Repeat visit,7:00 AM,,2025-05-24 01:23:52
Customer 412,0100411,Restaurant/Café,Busy or in a Hurry,Many times,Wing,7789.89,6M,"Street 73, Phnom Penh",11.539339177921153,104.93035194485837,Interested,3:00 AM,,2025-06-11 01:23:52
Customer 413,0100412,General Retail,Hard to Understand,Once,Cambodia Post Bank,4798.36,18M,"Street 97, Phnom Penh",11.591010649938843,104.90299641016766,No answer,8:00 AM,,2025-06-08 01:23:52
Customer 414,0100413,Electronics & Appliances,Skeptical or Distrustful,Once,ABA,3372.75,24M,"Street 254, Phnom Penh",11.565191210569742,104.85840214927397,No answer,11:00 AM,,2025-06-14 01:23:52
Customer 415,0100414,Beauty Salon,Hard to Understand,Many times,ABA,733.58,6M,"Street 209, Phnom Penh",11.530871146652395,104.92279045260607,Interested,11:00 AM,,2025-06-06 01:23:52
Customer 416,0100415,Street Food Stall,Quiet and Reserved,Once,ACLEDA,8206.01,6M,"Street 298, Phnom Penh",11.591276876532607,104.8742552284338,Need follow-up,4:00 AM,,2025-06-03 01:23:52
Customer 417,0100416,Repair Services,Uninterested,Never,Wing,7690.49,12M,"Street 487, Phnom Penh",11.57184126763754,104.94827556353809,Need follow-up,12:00 AM,2025-06-23 01.03.23.jpg,2025-06-09 01:23:52
Customer 418,0100417,Agriculture/Farming,Very Welcoming,Never,Cambodia Post Bank,8414.18,18M,"Street 181, Phnom Penh",11.543149079858562,104.94762520702564,Repeat visit,2:00 AM,,2025-06-08 01:23:52
Customer 419,0100418,Tourism/Hospitality,Hard to Understand,Once,Cambodia Post Bank,4111.33,12M,"Street 129, Phnom Penh",11.595428994059677,104.87055442900032,Repeat visit,2:00 AM,2025-06-23 01.02.46.jpg,2025-06-16 01:23:52
Customer 420,0100419,Restaurant/Café,Very Welcoming,Once,ABA,5667.41,12M,"Street 296, Phnom Penh",11.55152193682692,104.89748522136144,Interested,12:00 AM,2025-06-23 01.01.50.jpg,2025-05-31 01:23:52
Customer 421,0100420,Electronics & Appliances,Uninterested,Once,None,8702.91,12M,"Street 159, Phnom Penh",11.57260540110471,104.9420113481294,Repeat visit,5:00 AM,,2025-06-09 01:23:52
Customer 422,0100421,Beauty Salon,Quiet and Reserved,Many times,ABA,5304.35,18M,"Street 239, Phnom Penh",11.56952613914497,104.90076305247884,Repeat visit,1:00 AM,,2025-05-30 01:23:52
Customer 423,0100422,Beauty Salon,Interested but Cautious,Once,ABA,5388.17,6M,"Street 470, Phnom Penh",11.598764745068658,104.91492685999856,Interested,12:00 AM,,2025-06-17 01:23:52
Customer 424,0100423,Street Food Stall,Interested but Cautious,Many times,ABA,1914.09,12M,"Street 40, Phnom Penh",11.55958974687726,104.8892967167214,Interested,12:00 AM,,2025-06-21 01:23:52
Customer 425,0100424,Repair Services,Talkative and Engaging,Once,ABA,6420.77,18M,"Street 380, Phnom Penh",11.580152126231155,104.90070115130644,No answer,5:00 AM,,2025-05-31 01:23:52
Customer 426,0100425,Agriculture/Farming,Very Welcoming,Never,None,9618.71,24M,"Street 36, Phnom Penh",11.532980209668345,104.8564414333181,Interested,3:00 AM,,2025-05-31 01:23:52
Customer 427,0100426,Street Food Stall,Busy or in a Hurry,Never,Wing,6924.88,6M,"Street 456, Phnom Penh",11.582930880036184,104.8827935296864,Repeat visit,10:00 AM,,2025-06-22 01:23:52
Customer 428,0100427,Street Food Stall,Aggressive or Pushy,Once,ACLEDA,5527.27,12M,"Street 167, Phnom Penh",11.59287311147776,104.88037701902478,Interested,3:00 AM,,2025-05-31 01:23:52
Customer 429,0100428,General Retail,Skeptical or Distrustful,Never,None,8695.44,18M,"Street 107, Phnom Penh",11.57073869364318,104.85134600772281,Interested,8:00 AM,2025-06-23 01.05.23.jpg,2025-06-06 01:23:52
Customer 430,0100429,Tourism/Hospitality,Uninterested,Never,ACLEDA,5816.56,6M,"Street 254, Phnom Penh",11.533306773718266,104.9425566564314,No answer,3:00 AM,,2025-06-17 01:23:52
Customer 431,0100430,Repair Services,Aggressive or Pushy,Once,Cambodia Post Bank,3867.56,12M,"Street 352, Phnom Penh",11.594118981426877,104.89508959820391,Repeat visit,8:00 AM,2025-06-23 01.01.50.jpg,2025-05-30 01:23:52
Customer 432,0100431,Repair Services,Talkative and Engaging,Once,ABA,7014.0,18M,"Street 216, Phnom Penh",11.547877349212518,104.85923342475459,Interested,3:00 AM,,2025-05-30 01:23:52
Customer 433,0100432,General Retail,Aggressive or Pushy,Once,Cambodia Post Bank,3224.03,12M,"Street 355, Phnom Penh",11.531811713616396,104.92500132389321,Interested,6:00 AM,,2025-06-12 01:23:52
Customer 434,0100433,Fashion & Clothing,Busy or in a Hurry,Once,ABA,8996.99,6M,"Street 36, Phnom Penh",11.585530049019551,104.93034019937201,Interested,1:00 AM,,2025-06-12 01:23:52
Customer 435,0100434,General Retail,Very Welcoming,Never,ABA,5593.9,12M,"Street 159, Phnom Penh",11.528091493930166,104.89189804718721,Interested,2:00 AM,,2025-06-07 01:23:52
Customer 436,0100435,Street Food Stall,Friendly and Open,Once,Wing,9065.76,12M,"Street 16, Phnom Penh",11.573572712072487,104.91159388431532,Repeat visit,11:00 AM,,2025-06-01 01:23:52
Customer 437,0100436,Electronics & Appliances,Friendly and Open,Never,Cambodia Post Bank,9355.92,18M,"Street 338, Phnom Penh",11.564161378264709,104.86810575917605,Repeat visit,12:00 AM,,2025-06-05 01:23:52
Customer 438,0100437,Electronics & Appliances,Uninterested,Never,ACLEDA,8978.66,12M,"Street 428, Phnom Penh",11.557741347027807,104.89509567108179,Need follow-up,12:00 AM,,2025-06-04 01:23:52
Customer 439,0100438,General Retail,Hard to Understand,Many times,Cambodia Post Bank,4940.0,18M,"Street 309, Phnom Penh",11.537571462279145,104.89054022682392,Repeat visit,2:00 AM,,2025-05-27 01:23:52
Customer 440,0100439,Electronics & Appliances,Busy or in a Hurry,Many times,None,1353.73,18M,"Street 225, Phnom Penh",11.551002766597252,104.90073250515032,Interested,2:00 AM,,2025-05-30 01:23:52
Customer 441,0100440,Beauty Salon,Friendly and Open,Many times,Cambodia Post Bank,3975.03,18M,"Street 230, Phnom Penh",11.55204063213837,104.89980717530669,No answer,6:00 AM,,2025-06-14 01:23:52
Customer 442,0100441,Tourism/Hospitality,Interested but Cautious,Once,None,3361.09,12M,"Street 145, Phnom Penh",11.59221763685801,104.89514672417269,No answer,7:00 AM,,2025-06-23 01:23:52
Customer 443,0100442,Tourism/Hospitality,Uninterested,Many times,Cambodia Post Bank,7377.43,18M,"Street 393, Phnom Penh",11.554506799406044,104.94784194712354,Interested,2:00 AM,,2025-06-22 01:23:52
Customer 444,0100443,Fashion & Clothing,Aggressive or Pushy,Many times,ABA,8042.04,18M,"Street 363, Phnom Penh",11.566026030304341,104.94745255025832,Need follow-up,1:00 AM,,2025-06-06 01:23:52
Customer 445,0100444,General Retail,Very Welcoming,Never,ABA,6110.97,18M,"Street 457, Phnom Penh",11.577777585423316,104.8988954254465,Need follow-up,10:00 AM,,2025-05-28 01:23:52
Customer 446,0100445,Tourism/Hospitality,Uninterested,Once,Wing,8816.32,18M,"Street 132, Phnom Penh",11.539622506296144,104.93459602505673,No answer,10:00 AM,,2025-05-25 01:23:52
Customer 447,0100446,Agriculture/Farming,Very Welcoming,Once,Wing,7942.9,24M,"Street 60, Phnom Penh",11.535714271826022,104.90918200285351,No answer,2:00 AM,,2025-06-12 01:23:52
Customer 448,0100447,Electronics & Appliances,Very Welcoming,Never,ACLEDA,608.34,18M,"Street 334, Phnom Penh",11.531074690216292,104.85021865881629,Need follow-up,8:00 AM,,2025-05-29 01:23:52
Customer 449,0100448,Street Food Stall,Busy or in a Hurry,Many times,ACLEDA,9911.35,18M,"Street 300, Phnom Penh",11.580982061569035,104.92614758135996,No answer,9:00 AM,2025-06-23 01.02.46.jpg,2025-06-20 01:23:52
Customer 450,0100449,Agriculture/Farming,Busy or in a Hurry,Never,Wing,9145.35,18M,"Street 443, Phnom Penh",11.582236544940223,104.90817417488967,Interested,1:00 AM,,2025-05-29 01:23:52
Customer 451,0100450,Repair Services,Hard to Understand,Once,ABA,7127.43,18M,"Street 28, Phnom Penh",11.597913983737365,104.9271001992044,Interested,11:00 AM,,2025-06-13 01:23:52
Customer 452,0100451,Restaurant/Café,Uninterested,Never,ACLEDA,9775.59,6M,"Street 147, Phnom Penh",11.55973332644037,104.85025587733934,Interested,5:00 AM,,2025-06-12 01:23:52
Customer 453,0100452,Repair Services,Uninterested,Once,Cambodia Post Bank,5790.17,12M,"Street 397, Phnom Penh",11.559313720038775,104.92684126157522,Interested,12:00 AM,,2025-05-29 01:23:52
Customer 454,0100453,Restaurant/Café,Interested but Cautious,Once,None,1769.99,6M,"Street 260, Phnom Penh",11.571908459230276,104.90563898910648,Need follow-up,5:00 AM,,2025-06-01 01:23:52
Customer 455,0100454,Street Food Stall,Interested but Cautious,Many times,ABA,5798.21,12M,"Street 239, Phnom Penh",11.539239610148185,104.89059254959925,No answer,12:00 AM,,2025-05-24 01:23:52
Customer 456,0100455,Agriculture/Farming,Busy or in a Hurry,Never,Cambodia Post Bank,7221.67,12M,"Street 39, Phnom Penh",11.599081563500128,104.86298417696922,Need follow-up,11:00 AM,2025-06-23 01.03.10.jpg,2025-06-02 01:23:52
Customer 457,0100456,Agriculture/Farming,Quiet and Reserved,Once,ABA,9308.1,12M,"Street 239, Phnom Penh",11.550232866913646,104.89648161642971,Repeat visit,12:00 AM,,2025-06-23 01:23:52
Customer 458,0100457,Electronics & Appliances,Skeptical or Distrustful,Never,ACLEDA,7064.12,6M,"Street 37, Phnom Penh",11.567519878800585,104.89927766418862,Interested,1:00 AM,,2025-06-09 01:23:52
Customer 459,0100458,Repair Services,Busy or in a Hurry,Many times,Cambodia Post Bank,6116.74,18M,"Street 93, Phnom Penh",11.574894808503398,104.86680198575957,Repeat visit,2:00 AM,,2025-06-16 01:23:52
Customer 460,0100459,Electronics & Appliances,Quiet and Reserved,Many times,None,7096.15,12M,"Street 163, Phnom Penh",11.58396566351838,104.91959141083271,Repeat visit,1:00 AM,,2025-06-19 01:23:52
Customer 461,0100460,Beauty Salon,Friendly and Open,Never,None,7669.73,12M,"Street 129, Phnom Penh",11.53326499735468,104.91163201167677,Repeat visit,1:00 AM,,2025-06-03 01:23:52
Customer 462,0100461,Beauty Salon,Skeptical or Distrustful,Once,Wing,2531.69,12M,"Street 3, Phnom Penh",11.52491868273462,104.94369135947309,Need follow-up,11:00 AM,,2025-06-22 01:23:52
Customer 463,0100462,Fashion & Clothing,Friendly and Open,Once,Cambodia Post Bank,8092.79,6M,"Street 372, Phnom Penh",11.57255964732395,104.9129280239811,Need follow-up,9:00 AM,,2025-06-21 01:23:52
Customer 464,0100463,Restaurant/Café,Aggressive or Pushy,Once,None,6049.34,24M,"Street 87, Phnom Penh",11.592508380160583,104.8928946704151,Interested,5:00 AM,,2025-06-03 01:23:52
Customer 465,0100464,Restaurant/Café,Skeptical or Distrustful,Many times,Cambodia Post Bank,794.64,6M,"Street 358, Phnom Penh",11.570491952357942,104.88964566252173,No answer,3:00 AM,,2025-06-09 01:23:52
Customer 466,0100465,General Retail,Hard to Understand,Never,Wing,9364.32,24M,"Street 479, Phnom Penh",11.58702644724261,104.90672378661391,Need follow-up,5:00 AM,,2025-06-06 01:23:52
Customer 467,0100466,Tourism/Hospitality,Hard to Understand,Many times,ABA,9553.46,12M,"Street 49, Phnom Penh",11.56001059646607,104.87314886561842,Interested,1:00 AM,,2025-06-07 01:23:52
Customer 468,0100467,Beauty Salon,Skeptical or Distrustful,Once,Cambodia Post Bank,7809.49,18M,"Street 207, Phnom Penh",11.539986356825903,104.90082548941666,Repeat visit,5:00 AM,,2025-06-21 01:23:52
Customer 469,0100468,Electronics & Appliances,Uninterested,Once,None,3407.24,12M,"Street 165, Phnom Penh",11.572411781946109,104.88329739705732,Repeat visit,7:00 AM,,2025-05-25 01:23:52
Customer 470,0100469,General Retail,Uninterested,Once,ABA,5092.99,24M,"Street 284, Phnom Penh",11.553593689475857,104.85536512727941,Repeat visit,10:00 AM,,2025-06-03 01:23:52
Customer 471,0100470,Agriculture/Farming,Uninterested,Once,Wing,7426.26,18M,"Street 362, Phnom Penh",11.526362908127405,104.92511917387937,No answer,1:00 AM,2025-06-23 01.02.27.jpg,2025-06-09 01:23:52
Customer 472,0100471,Restaurant/Café,Friendly and Open,Once,Cambodia Post Bank,5948.88,24M,"Street 475, Phnom Penh",11.563930878319129,104.85284428102453,No answer,9:00 AM,,2025-06-14 01:23:52
Customer 473,0100472,Tourism/Hospitality,Busy or in a Hurry,Once,ABA,6717.54,12M,"Street 359, Phnom Penh",11.543604169275076,104.87733034873882,No answer,2:00 AM,,2025-05-29 01:23:52
